level,sat,ordered,age,speed,single,dist,income,range
1,7,5,25,3,0,77,93168.62067,2
1,6,5,25,2,1,72,116026.7372,2
1,6,2,26,1,0,115,120968.345,3
0,5,2,25,1,0,69,114187.5078,2
1,7,3,25,2,0,118,93023.0229,2
1,6,1,25,1,0,65,115533.809,2
0,5,1,26,1,0,119,93979.30961,2
1,6,3,26,1,0,78,91108.65697,2
1,6,2,26,1,0,76,88024.43946,2
0,5,1,26,1,0,72,102207.8932,2
1,6,3,25,1,0,105,78512.48655,1
1,7,4,26,2,0,156,83656.73525,2
1,7,5,26,3,0,66,81861.49637,2
0,5,3,25,3,0,110,98341.2692,2
1,7,4,26,2,0,75,95927.40439,2
1,6,2,26,1,0,107,73375.30757,1
1,6,2,26,1,0,118,93131.96202,2
1,7,3,25,1,0,112,88549.51284,2
0,5,1,25,3,0,117,89429.02093,2
0,5,1,26,2,0,109,103185.2181,2
1,6,2,25,3,0,125,105141.0952,2
0,5,2,26,1,0,109,88481.49378,2
1,6,4,26,1,0,101,78737.22093,1
1,6,5,25,2,0,102,115401.9755,2
1,7,5,26,1,0,147,118214.2973,2
1,6,2,25,1,0,74,77993.56308,1
1,6,2,26,3,0,95,106041.6582,2
1,7,4,26,1,0,137,99689.25397,2
0,5,2,26,1,0,53,99980.57014,2
1,6,2,26,1,0,87,107359.874,2
0,5,3,26,1,0,114,83269.49325,2
0,5,2,26,1,0,128,121963.2409,3
1,6,2,25,1,0,111,83332.65483,2
1,6,2,25,1,0,107,99806.14182,2
1,6,2,25,1,0,132,104509.6004,2
1,6,3,25,2,1,84,121691.7008,3
1,6,3,25,1,0,101,83982.99876,2
1,6,4,26,3,0,147,84993.12303,2
1,8,1,25,2,0,89,82212.08306,2
0,5,2,25,1,0,143,76756.7875,1
0,5,2,26,3,0,106,82709.93008,2
0,5,2,25,1,0,92,98459.8268,2
0,5,3,25,1,0,92,109664.4277,2
0,5,2,26,3,0,86,129138.5513,3
1,6,2,25,2,0,89,104483.3029,2
1,6,3,26,1,0,163,103946.1084,2
0,5,4,25,2,0,84,124057.6365,3
1,7,1,25,3,0,82,98657.98661,2
1,7,4,26,2,0,108,95234.48607,2
1,6,5,26,1,0,98,93689.80221,2
1,6,2,26,3,0,114,93920.81744,2
1,6,1,25,1,1,109,92386.03556,2
0,4,2,26,3,0,93,107483.1975,2
0,5,2,26,1,0,132,115747.4149,2
0,5,3,26,1,0,79,58152.60483,1
1,6,3,26,3,0,122,96289.24153,2
1,6,2,25,2,0,132,100942.3582,2
1,6,2,26,2,0,96,90816.37059,2
1,6,3,26,3,0,107,90158.67953,2
0,5,1,26,1,0,155,91242.07252,2
1,6,4,26,2,0,86,80519.29134,2
1,6,1,26,1,0,81,79460.63215,1
1,6,2,26,1,0,106,129393.7121,3
0,5,2,26,1,0,107,111050.1333,2
0,5,2,25,1,0,98,71868.78187,1
1,6,3,25,1,0,55,117079.9951,2
1,6,5,26,1,0,89,99506.91458,2
1,6,5,26,3,0,73,113038.3191,2
1,6,2,26,3,0,133,103488.3148,2
1,6,5,25,2,0,65,99429.58991,2
1,6,5,25,2,0,87,57760.08297,1
1,6,2,26,3,0,112,96662.67275,2
1,6,6,26,3,0,78,106095.555,2
1,6,5,26,2,0,75,108448.386,2
1,6,5,27,2,0,92,120594.2192,3
1,6,5,25,2,0,61,105866.2276,2
0,5,2,25,1,0,128,112674.6572,2
1,6,3,26,1,0,82,105551.9592,2
0,5,4,26,2,1,120,96224.22438,2
0,5,2,26,1,0,43,75829.98886,1
1,8,5,26,2,0,111,105620.041,2
0,5,2,26,1,0,121,119072.2569,2
1,6,3,25,2,0,129,81815.58524,2
1,6,5,25,3,0,148,85285.7006,2
1,6,3,25,1,0,62,143067.3167,3
1,7,1,25,1,0,144,112042.6754,2
0,5,2,26,2,0,103,81549.88052,2
1,6,5,26,3,0,112,105698.2841,2
1,6,2,26,1,0,82,85907.28612,2
1,7,3,25,1,0,136,126072.208,3
1,6,4,25,1,0,76,121827.6915,3
1,7,6,26,1,1,43,88258.93609,2
1,6,2,25,2,0,95,110984.5699,2
0,5,3,26,2,0,91,118430.4604,2
1,7,5,26,3,0,93,98574.44684,2
1,7,5,26,1,0,96,121067.7957,3
0,5,4,26,2,0,55,116208.3222,2
0,5,3,27,3,0,114,110245.0256,2
1,6,2,25,1,1,103,71859.00362,1
1,7,3,26,1,0,127,106181.2977,2
1,6,4,26,3,0,102,94069.44155,2
0,5,3,26,1,0,112,104205.7684,2
0,5,3,25,1,0,69,66543.7456,1
1,6,4,25,1,0,143,106960.8948,2
0,5,2,26,2,0,118,113601.3238,2
1,6,4,26,2,0,83,84799.00911,2
1,6,4,26,3,0,112,113569.7981,2
1,7,3,26,1,0,86,84185.61924,2
1,6,3,26,1,0,103,132996.4673,3
1,7,4,25,2,0,80,108394.3515,2
1,7,4,25,1,0,97,122701.2317,3
1,6,3,26,1,0,97,78798.1486,1
1,6,3,26,1,0,155,89116.12709,2
0,5,2,26,3,0,140,103628.7279,2
1,6,3,26,2,0,77,103465.9478,2
1,6,5,25,1,0,141,116814.2461,2
0,5,3,26,3,0,107,79802.305,1
1,8,4,25,2,0,102,89830.12629,2
1,6,2,25,1,1,72,76948.68754,1
1,8,5,26,1,0,50,107774.8842,2
0,5,1,26,2,1,126,98553.1376,2
1,6,4,26,1,0,54,94153.08896,2
1,7,3,25,1,1,137,111147.1573,2
1,6,3,25,1,0,72,106070.9521,2
1,8,4,26,2,0,116,108221.7624,2
1,6,2,25,1,0,123,93972.39292,2
0,5,2,26,2,1,79,84550.90653,2
1,6,2,26,2,0,119,107538.5371,2
1,6,4,25,3,0,71,100643.7359,2
1,6,4,25,1,0,79,96018.08447,2
1,6,5,25,2,1,86,123900.1306,3
0,5,3,26,2,0,77,123286.529,3
1,7,4,25,2,0,77,119094.134,2
1,6,2,26,1,0,107,93282.41248,2
1,6,4,25,3,0,119,97371.36545,2
1,6,2,26,1,0,98,109235.2713,2
1,6,2,26,2,0,86,97805.06207,2
1,6,2,25,2,0,77,98029.66739,2
1,6,5,25,1,0,108,101217.1121,2
1,7,4,26,1,1,81,73680.89554,1
1,7,5,26,3,0,85,103762.2726,2
1,6,3,26,1,0,125,111040.1395,2
0,5,3,25,2,0,106,88120.06514,2
1,7,6,26,1,0,74,119248.7252,2
1,6,4,26,3,0,53,89373.67707,2
1,7,4,25,1,0,89,117128.2078,2
1,7,5,26,1,0,114,99636.73127,2
1,6,3,25,1,0,153,90790.60633,2
1,6,3,25,2,0,115,109797.0686,2
1,6,4,25,2,0,66,85440.80363,2
1,7,5,26,3,0,104,146166.2411,3
1,6,5,26,3,1,97,93329.55973,2
0,5,3,25,3,0,100,74521.63637,1
1,6,4,25,1,1,106,97481.26575,2
0,5,2,26,1,0,69,85545.28773,2
1,6,2,25,2,0,112,104737.4532,2
0,5,3,25,3,0,30,115560.996,2
1,6,3,26,1,0,92,112002.0985,2
0,4,4,26,2,0,73,118094.7719,2
1,8,4,26,2,0,111,107910.4753,2
1,6,3,26,2,0,76,80697.89975,2
1,7,5,26,1,0,110,106989.693,2
1,6,3,26,2,0,83,95566.31924,2
1,6,2,25,1,0,76,100221.0867,2
1,6,2,27,3,0,87,110775.5536,2
1,6,2,25,1,0,125,108412.3875,2
1,8,4,26,2,0,92,133330.4672,3
1,6,3,26,3,0,130,110053.0036,2
1,6,2,26,2,0,100,113355.9393,2
1,6,4,26,2,0,90,136055.9056,3
1,7,5,25,2,1,90,100288.4874,2
1,6,2,26,1,0,145,119154.5667,2
1,6,1,26,2,0,144,80076.8972,2
1,6,3,25,2,0,106,81922.19711,2
1,7,2,25,3,0,124,95021.81329,2
0,5,2,26,1,0,86,77989.45237,1
1,6,5,26,2,0,163,79584.04225,1
1,6,2,25,2,0,82,129097.2648,3
1,7,4,25,1,0,77,95805.586,2
1,6,3,26,1,0,104,101040.2039,2
0,5,2,26,3,0,125,110662.2448,2
1,6,5,26,2,0,88,104482.8755,2
1,6,1,26,3,0,93,98432.85568,2
1,6,2,26,3,0,120,87824.65856,2
1,6,2,26,1,0,103,110183.3785,2
1,7,5,26,2,0,106,76137.74615,1
1,7,1,26,1,0,119,84418.36731,2
1,7,4,25,1,0,88,113416.7742,2
1,6,3,26,1,1,121,99893.20039,2
1,8,5,26,1,0,133,102373.2561,2
1,6,3,26,1,1,172,97563.21519,2
0,5,2,26,1,0,96,125994.7507,3
1,6,2,26,1,0,81,89997.69553,2
1,6,2,27,2,0,103,90508.62298,2
1,6,3,25,1,0,80,90677.01529,2
0,5,2,26,1,0,81,94351.58651,2
0,5,2,26,3,0,90,99038.80015,2
1,6,4,25,1,0,121,109587.6603,2
0,5,1,25,3,0,100,97326.28347,2
0,5,2,26,1,0,127,121231.9163,3
1,6,6,26,2,0,65,112284.8525,2
0,5,3,26,1,0,109,106811.8881,2
1,6,2,25,1,0,138,118743.6288,2
1,6,4,25,2,0,90,124054.6761,3
1,6,4,25,2,0,54,66165.85364,1
0,5,2,26,3,1,119,98172.3497,2
1,6,4,25,2,0,86,65023.96358,1
1,6,2,25,1,0,79,99701.32916,2
0,5,3,25,1,0,130,101829.6214,2
0,5,2,26,1,0,98,118601.4141,2
1,7,5,25,3,1,49,102506.3877,2
0,5,2,26,1,0,101,122767.6328,3
1,8,4,25,2,0,93,104450.2361,2
0,5,4,26,1,0,117,95648.09159,2
0,5,3,26,1,0,96,82143.60898,2
1,7,5,26,3,0,96,97672.38805,2
0,4,2,26,1,0,87,73046.78115,1
1,6,3,26,1,0,94,107419.1051,2
1,6,5,26,2,0,97,111023.3229,2
0,5,2,25,2,0,65,109306.7581,2
0,5,3,26,1,0,94,121176.2493,3
1,6,4,25,1,0,85,88957.8036,2
0,5,4,25,1,0,106,87457.66738,2
1,6,2,25,2,0,73,88445.16163,2
1,7,5,26,1,0,95,99102.13429,2
0,5,2,26,1,0,93,101481.4813,2
0,5,2,25,1,0,64,65009.93572,1
1,8,6,25,2,0,65,103636.4944,2
1,7,4,25,1,0,12,82318.87912,2
1,6,3,27,1,1,86,104256.9656,2
1,6,3,25,2,0,98,97404.09828,2
0,5,3,26,1,0,148,84844.67136,2
0,5,3,26,1,1,100,78053.71312,1
0,5,2,25,1,0,123,116668.9039,2
0,5,3,26,1,0,35,76278.56062,1
1,8,2,25,1,0,114,101933.9996,2
0,5,4,26,1,0,131,109258.6083,2
0,5,1,26,2,0,121,110581.3465,2
1,6,2,26,1,0,135,72810.70123,1
1,6,3,25,1,0,77,113109.9285,2
0,5,2,26,1,0,88,128492.9598,3
0,5,2,26,1,1,101,77246.24732,1
1,7,5,26,2,0,110,76225.85402,1
1,6,5,25,1,0,80,107096.5056,2
0,5,3,25,2,0,81,102382.8546,2
0,5,3,26,1,1,47,94938.91228,2
1,6,2,26,2,0,87,90180.16671,2
1,6,2,25,3,0,131,105079.7488,2
0,5,2,26,2,0,111,72288.96724,1
0,5,3,26,2,0,95,92025.36679,2
1,6,4,25,1,0,71,103950.1063,2
1,7,4,25,1,0,97,92299.66523,2
1,7,4,26,1,0,132,84522.72175,2
1,9,3,26,1,0,77,87938.78185,2
0,5,3,26,1,0,134,94227.64851,2
1,6,1,25,1,0,86,109726.8457,2
1,6,5,26,2,0,73,109935.0457,2
1,6,2,25,3,0,143,102258.7757,2
1,6,2,26,2,0,116,94811.97288,2
1,7,3,25,2,0,118,112717.8364,2
0,5,2,25,3,0,112,113796.7513,2
0,5,2,26,3,0,117,102299.1007,2
0,5,3,25,1,0,119,104338.3862,2
0,5,2,25,1,0,119,98202.65413,2
0,5,1,26,1,1,45,93717.52506,2
1,7,2,25,1,0,129,109602.3159,2
0,5,2,25,1,1,96,132048.2924,3
1,6,2,25,3,0,92,104801.0117,2
1,6,3,25,3,0,97,117365.3216,2
1,6,3,25,1,0,100,100890.6376,2
1,6,3,26,1,0,79,111791.8791,2
1,6,4,26,1,0,62,92193.4279,2
0,5,2,26,1,0,84,87765.10534,2
0,5,2,27,3,0,104,82059.49238,2
1,6,4,26,1,0,126,104603.5954,2
0,5,1,26,1,0,116,123466.998,3
0,4,5,26,2,0,137,134868.8985,3
1,6,2,26,1,0,114,88878.37484,2
0,5,2,26,2,0,75,108615.3693,2
1,6,2,26,1,0,127,103416.6535,2
0,5,3,26,3,0,95,79786.66574,1
1,8,5,26,1,1,121,116504.1437,2
1,7,4,26,1,0,97,104087.3724,2
1,6,3,26,3,0,51,122857.7243,3
0,5,3,26,1,0,100,96155.54999,2
1,7,1,25,1,0,77,107727.7646,2
1,6,5,25,2,0,163,99569.55402,2
1,7,5,26,2,0,91,120425.8186,3
0,5,2,26,2,0,47,111454.39,2
1,8,5,26,2,0,122,116418.0539,2
1,7,2,25,2,0,87,86302.98963,2
0,5,2,25,1,1,117,61306.40686,1
1,6,5,26,1,0,62,112828.1621,2
1,7,3,26,1,0,62,114095.5805,2
0,5,4,25,2,0,129,106908.3683,2
0,5,3,26,3,0,103,82532.90343,2
0,5,4,26,1,0,102,109260.4291,2
1,6,4,26,3,0,59,119010.249,2
0,5,2,26,3,0,104,98647.04657,2
1,7,4,26,2,1,101,86775.53575,2
1,8,4,26,3,1,101,93720.07168,2
1,6,2,25,1,0,75,96855.62011,2
1,6,4,26,3,0,78,103517.5056,2
1,7,5,25,1,1,57,90138.95896,2
1,6,4,25,1,0,95,92309.26411,2
0,5,2,25,2,0,96,84376.61683,2
0,5,3,26,1,0,24,95174.57965,2
0,5,4,25,3,0,66,97802.81466,2
1,6,4,26,1,0,113,91110.22323,2
1,6,3,26,3,0,140,89262.91043,2
1,7,3,26,1,0,90,90996.46834,2
1,7,6,26,1,0,85,112172.4498,2
0,4,3,25,2,0,120,113815.5269,2
1,7,5,25,1,0,93,106132.867,2
1,6,3,25,1,0,62,119666.6305,2
1,6,2,25,1,0,129,66824.67714,1
1,6,2,26,1,0,64,101907.0253,2
0,5,2,25,2,1,38,109799.9949,2
1,6,2,25,3,0,61,96389.40284,2
1,7,5,25,1,0,101,87655.05609,2
0,5,2,27,1,0,103,93080.30566,2
1,6,5,25,1,0,188,104133.6364,2
0,5,4,26,1,0,120,120683.5297,3
1,6,3,25,3,0,94,96112.99541,2
1,8,4,25,1,0,120,104052.475,2
1,6,5,26,2,0,104,102660.7283,2
0,5,2,26,1,0,129,110277.5297,2
1,6,4,26,1,0,111,85140.26483,2
0,5,2,26,2,1,148,106710.5011,2
0,5,2,26,1,0,69,86547.63357,2
1,6,3,26,2,0,101,95962.7955,2
0,5,2,26,2,0,91,106054.6484,2
1,7,4,26,3,0,119,123967.8056,3
1,6,3,26,3,0,131,74617.68931,1
1,6,2,25,1,0,60,72771.48378,1
0,5,2,26,2,0,125,87014.69515,2
1,6,4,25,2,0,139,111251.597,2
1,7,4,25,1,0,136,77771.61555,1
1,6,3,26,1,0,81,108354.4215,2
1,6,2,25,1,0,132,94603.95231,2
1,6,4,25,1,1,161,108882.5467,2
1,6,2,26,3,0,123,119238.4635,2
0,5,4,25,2,1,113,112656.5166,2
1,7,5,25,3,0,29,127564.3182,3
1,6,4,26,1,0,52,85452.78419,2
0,5,2,26,1,1,100,113603.6749,2
1,6,3,25,2,0,166,86796.11939,2
1,6,3,25,1,0,110,90519.58703,2
1,7,4,26,3,0,65,100770.7881,2
1,6,2,25,2,1,108,107818.5808,2
1,6,3,26,1,1,97,86510.45451,2
1,7,5,26,2,0,78,105485.492,2
1,7,4,25,2,0,143,133778.8863,3
0,5,3,25,1,0,97,87672.64434,2
1,6,4,25,2,0,82,81411.078,2
1,6,4,25,1,0,108,75980.39256,1
1,6,3,25,1,0,108,101524.3614,2
0,5,3,25,2,0,116,86811.13167,2
1,6,2,25,1,0,76,99435.00071,2
1,7,1,25,1,0,87,106586.0003,2
0,5,2,26,2,0,89,93500.12215,2
0,5,3,26,1,0,80,93095.13541,2
1,7,2,25,2,0,101,106336.9049,2
0,5,1,26,2,0,78,93885.80501,2
1,8,5,26,1,0,100,68767.76514,1
1,6,2,25,1,0,116,91918.34158,2
1,7,2,26,1,0,73,102455.3029,2
1,6,3,26,2,0,120,68954.49975,1
0,5,2,25,3,0,139,101090.3486,2
0,5,2,25,3,0,85,114781.0135,2
1,6,2,26,1,0,84,91489.83124,2
1,6,4,25,2,0,54,70228.14856,1
1,6,2,25,3,0,107,109329.4675,2
1,6,2,25,1,0,80,121501.7313,3
0,4,2,27,3,1,92,111040.2994,2
1,6,3,25,1,0,89,101012.6497,2
1,6,2,25,1,0,159,92004.02491,2
1,6,4,26,1,0,105,93356.17288,2
1,6,5,26,1,0,76,94880.13557,2
1,7,3,25,1,0,134,77746.87364,1
1,6,3,25,2,0,82,80681.05458,2
1,7,5,26,3,0,100,110831.1648,2
0,4,3,25,3,0,76,109165.7951,2
1,6,5,25,2,0,68,99406.2671,2
0,5,2,26,1,0,106,111888.9144,2
1,6,1,26,2,0,79,103352.3302,2
1,6,2,25,2,1,85,107168.8844,2
1,8,4,25,2,0,95,91018.25878,2
1,6,2,27,2,0,81,99681.87769,2
1,7,3,25,2,0,85,111520.4695,2
1,6,4,26,1,1,39,74174.53756,1
1,6,4,26,2,1,135,57664.0438,1
1,6,2,25,2,1,67,87860.77934,2
1,6,3,26,1,0,42,81614.31727,2
1,6,3,26,3,0,77,122933.6759,3
1,6,3,25,1,0,140,103316.6413,2
1,7,2,25,2,0,124,95516.47534,2
1,6,3,25,1,1,102,101295.1793,2
1,6,2,26,1,1,91,99597.77359,2
0,5,3,26,1,0,54,105847.8832,2
1,6,3,25,1,0,78,98351.17347,2
1,6,3,26,1,0,99,87104.34429,2
1,7,2,26,1,0,108,124609.1839,3
0,4,2,26,1,0,96,99201.90881,2
1,6,3,25,2,0,105,119639.8215,2
0,5,2,25,1,0,135,111483.5764,2
1,6,3,25,1,0,116,112608.3213,2
0,5,3,26,1,0,104,96032.41697,2
1,6,5,26,3,1,79,95490.42538,2
1,6,3,25,3,0,138,112830.2078,2
0,5,2,26,2,0,77,95550.93738,2
0,5,3,25,1,0,102,93960.62483,2
1,7,3,26,1,0,138,105254.1077,2
1,6,3,25,1,0,106,97691.68141,2
0,5,1,26,1,0,73,107587.5525,2
1,6,4,26,3,0,127,96931.93077,2
1,6,4,26,2,0,100,92188.72909,2
1,7,5,26,2,0,101,89737.08157,2
1,7,4,26,1,0,117,119890.13,2
0,5,2,28,1,0,77,125724.8638,3
0,5,3,26,1,1,74,106933.2292,2
0,3,3,26,2,1,112,100553.8278,2
1,6,3,26,1,0,81,106095.3015,2
1,6,4,25,1,0,152,82300.79208,2
0,5,4,25,1,0,71,110439.794,2
0,5,1,26,2,0,137,95001.59483,2
1,6,3,27,1,0,93,74770.46895,1
0,5,2,27,1,0,76,80134.40658,2
1,7,3,25,3,0,163,88135.10829,2
1,6,2,27,2,0,103,94732.54701,2
1,6,3,25,1,0,70,114790.1471,2
1,7,3,26,3,0,96,93171.30337,2
0,4,2,25,1,0,109,93730.7209,2
1,7,1,25,3,0,119,107243.7606,2
0,5,2,27,3,0,113,75716.46657,1
1,6,2,25,1,0,111,103866.8363,2
1,6,3,26,3,0,50,85462.35957,2
1,8,6,27,3,0,76,102787.7218,2
0,5,4,25,2,0,129,80713.64605,2
1,6,2,26,1,0,69,106801.6267,2
1,7,3,25,2,0,118,93009.9559,2
1,6,3,25,1,0,44,127965.8652,3
1,6,4,26,1,0,83,68180.02842,1
0,5,4,25,3,0,114,117346.6794,2
1,6,2,26,3,0,94,106947.217,2
1,6,2,26,1,0,104,102759.6244,2
0,5,3,26,2,0,102,80963.84192,2
1,6,3,26,1,0,48,108869.4805,2
1,7,4,26,1,0,73,94091.53826,2
1,6,2,26,1,0,101,104543.3527,2
0,5,3,25,2,0,62,106173.1045,2
1,6,1,25,1,0,111,119240.5323,2
0,5,3,25,2,0,92,92969.36215,2
1,6,3,26,3,0,63,103080.6087,2
0,5,4,26,2,0,110,110809.2709,2
1,7,4,25,1,1,109,101058.0764,2
1,6,2,25,1,0,98,98364.88424,2
1,6,5,25,1,0,128,101854.9163,2
1,6,2,25,2,1,106,78436.71476,1
1,6,4,25,1,0,106,108148.1677,2
1,6,3,26,3,0,112,115096.537,2
1,6,2,25,1,0,101,119330.3804,2
1,6,2,26,2,0,118,86906.48563,2
1,6,3,25,3,0,163,122490.9904,3
1,7,5,26,1,0,116,68212.44581,1
0,5,2,26,1,0,133,81178.85044,2
0,5,3,26,2,0,98,101609.0895,2
0,5,2,26,2,0,83,86282.01968,2
1,6,2,25,3,0,91,110671.7452,2
1,6,5,25,1,0,144,96677.00742,2
0,5,2,26,1,0,78,102874.652,2
1,6,1,25,1,0,107,111203.1849,2
1,6,2,26,3,0,76,106442.9384,2
0,5,5,25,1,0,95,94682.74857,2
0,5,2,26,2,0,69,91365.34634,2
0,3,2,26,3,0,133,113669.6612,2
1,7,4,25,1,0,89,93926.54685,2
1,7,3,25,1,1,127,113858.3461,2
0,5,2,25,1,0,77,112663.8111,2
0,5,3,26,3,0,103,99788.35291,2
1,6,3,25,3,0,74,78164.26786,1
1,6,2,26,1,1,104,94051.59092,2
0,5,2,26,1,0,130,103506.0123,2
1,7,3,26,1,0,75,86836.42312,2
0,4,5,26,3,0,76,111219.3718,2
1,6,2,25,2,0,133,81682.49082,2
1,6,2,26,2,0,106,99761.22376,2
0,5,2,25,3,0,82,130169.5608,3
1,6,4,25,1,0,162,127665.5518,3
0,5,1,26,3,0,115,98186.12939,2
1,7,5,26,2,0,50,107646.2638,2
1,6,4,25,1,0,120,92403.12129,2
0,5,2,26,2,0,107,87836.86074,2
0,5,2,25,2,0,78,82191.76705,2
0,5,2,26,1,0,83,111112.9703,2
0,5,2,25,2,1,109,111985.8559,2
1,7,4,26,1,1,90,87442.35041,2
0,4,4,26,2,0,107,98065.74606,2
0,4,2,26,2,0,63,105231.6316,2
1,6,3,25,2,0,66,89451.35296,2
0,5,2,26,3,0,89,98214.41531,2
0,5,2,26,1,0,111,117977.4839,2
0,5,4,26,1,0,144,106536.4882,2
0,5,3,25,1,0,148,100189.0653,2
1,6,3,25,1,0,80,95041.92651,2
1,7,5,26,2,0,81,105333.3772,2
1,6,3,26,1,0,62,89527.49852,2
1,6,5,26,2,0,106,96032.46533,2
1,6,3,26,2,0,127,124444.8476,3
1,6,4,25,1,0,110,130855.4788,3
0,5,3,26,1,0,122,107674.9775,2
1,6,2,26,2,0,103,101027.9479,2
0,5,2,26,2,0,89,107074.4266,2
0,5,3,26,2,1,105,101289.3832,2
0,5,2,25,1,0,95,71530.29969,1
0,4,1,26,3,0,74,91229.32567,2
0,5,2,25,1,0,85,90858.57716,2
0,5,4,26,1,0,148,110797.8109,2
1,6,3,25,1,0,84,126702.5695,3
1,7,4,25,2,0,120,71277.88052,1
0,5,2,26,1,0,93,97869.78932,2
1,6,5,26,3,0,74,95386.18479,2
1,6,4,25,1,0,68,99599.60489,2
1,7,5,27,1,0,51,105240.3717,2
0,5,2,26,3,0,115,103319.3863,2
1,6,6,26,1,1,54,108921.8585,2
1,6,3,25,1,0,33,91661.84939,2
1,6,3,26,1,0,114,72167.45717,1
1,7,5,26,2,0,95,73093.88248,1
1,6,2,26,1,0,108,100117.0197,2
1,7,4,25,1,0,129,103259.6621,2
1,7,5,26,2,0,87,76594.74574,1
1,6,6,26,1,0,115,104414.8674,2
0,5,1,26,1,0,95,114722.4153,2
1,8,5,26,1,0,87,94750.06863,2
1,6,2,26,1,0,109,89541.07381,2
0,5,2,26,1,0,98,88487.92361,2
1,6,4,26,1,0,53,91533.86665,2
1,6,2,25,2,0,123,95980.49379,2
0,4,3,26,1,0,110,91750.76308,2
1,7,3,25,1,0,88,102379.9685,2
1,7,5,26,2,0,92,80030.84224,2
0,5,2,26,2,0,45,126111.456,3
0,5,1,26,1,0,110,92953.39225,2
0,5,2,26,1,0,124,123596.68,3
0,5,2,26,2,0,99,104449.6169,2
1,6,3,25,2,0,100,111188.8928,2
1,6,2,25,2,0,124,107434.4943,2
1,8,5,25,1,0,43,114407.3986,2
1,6,3,25,2,0,132,100644.4681,2
1,6,2,26,1,0,99,121199.1956,3
0,5,2,25,2,0,120,111503.6581,2
1,6,3,25,1,1,97,65294.40678,1
1,6,3,25,2,0,125,99533.76333,2
1,6,4,25,1,0,95,117870.5123,2
0,5,2,26,1,0,82,86232.75141,2
0,5,3,25,1,0,75,95790.67891,2
1,6,5,26,1,0,89,85070.39683,2
1,7,5,25,2,0,108,113770.2433,2
1,7,5,26,1,1,109,99754.56279,2
1,6,2,25,1,0,137,91664.03475,2
0,5,2,26,2,0,140,98945.24441,2
1,7,4,25,1,1,77,73427.56706,1
1,7,5,26,1,0,96,103675.6358,2
1,6,3,26,1,0,111,120343.4033,3
1,6,2,25,2,0,90,111350.0855,2
0,5,4,25,1,0,101,82571.24231,2
0,5,2,26,3,1,130,96451.39511,2
0,5,2,27,2,0,113,105611.8611,2
0,5,2,25,1,0,99,117588.9184,2
1,6,4,25,2,0,110,77864.58917,1
1,6,2,26,1,0,115,78249.70027,1
1,6,2,26,1,0,101,108067.5017,2
1,6,5,25,1,0,135,85045.87851,2
0,5,2,27,2,0,125,106532.3116,2
1,6,5,26,3,0,104,100197.3433,2
1,6,4,25,2,0,76,99313.40021,2
1,6,2,26,2,0,99,140370.4675,3
1,6,5,26,3,0,87,117191.9771,2
0,5,3,26,1,0,121,117060.783,2
0,5,2,26,1,0,143,78692.64262,1
0,5,2,26,3,0,92,104187.4698,2
1,6,4,26,2,0,70,87302.90994,2
0,4,2,26,1,1,92,79480.89559,1
1,6,3,25,1,0,94,94090.881,2
1,7,6,26,3,1,112,120623.5436,3
1,6,4,26,1,1,101,108199.1824,2
1,6,4,25,2,0,61,94399.17966,2
0,5,2,26,2,1,44,86648.46596,2
0,5,3,25,1,0,92,86059.59554,2
1,6,4,26,2,0,64,93509.84426,2
0,5,2,26,3,0,71,121119.4501,3
1,6,1,25,3,0,111,106513.031,2
1,6,4,25,1,0,98,114686.8381,2
1,6,3,25,1,0,95,105279.4603,2
0,5,3,27,1,0,108,105775.069,2
1,6,5,25,1,0,143,104249.8546,2
1,6,3,26,3,0,67,111938.7698,2
0,5,3,26,3,0,93,126211.8044,3
1,6,2,26,1,0,97,103570.609,2
0,5,2,25,3,0,85,78190.71078,1
1,6,3,26,2,0,93,121587.491,3
1,7,4,25,1,0,101,106336.8253,2
0,5,1,26,1,0,127,100718.4566,2
0,5,3,26,2,1,86,80993.56751,2
1,7,4,25,2,0,107,114670.9353,2
1,6,4,25,2,0,91,95863.01498,2
1,6,2,25,3,0,27,117165.2472,2
1,6,2,25,3,0,100,91983.32615,2
0,5,3,26,1,0,120,100567.5312,2
1,7,6,26,1,1,106,80098.21439,2
0,4,4,26,1,0,81,93201.19079,2
1,6,3,26,2,0,89,92718.6601,2
1,8,1,25,1,0,59,119381.0354,2
1,6,4,26,1,0,135,82174.07336,2
1,6,2,26,2,0,155,128869.057,3
1,7,2,26,2,0,84,111837.5132,2
1,6,6,26,3,0,124,105129.0128,2
0,5,3,26,3,0,110,94018.33596,2
0,5,2,25,3,0,74,104737.3593,2
1,6,4,26,2,0,101,128604.1888,3
0,5,4,25,1,0,121,110115.2899,2
1,6,2,26,3,0,99,97005.3507,2
1,6,2,25,1,0,95,111705.6455,2
1,6,1,26,3,0,96,90218.22665,2
1,6,4,25,2,0,124,86654.85455,2
1,6,3,25,3,0,134,112951.1882,2
1,6,3,25,1,1,71,126209.0532,3
0,5,2,26,1,0,93,99488.24671,2
0,5,2,26,1,0,93,119244.9665,2
1,7,2,25,2,0,87,87378.04368,2
1,6,3,26,1,0,74,93453.26464,2
0,5,4,25,1,0,122,84998.60414,2
0,5,2,25,3,1,104,94565.98794,2
0,5,3,26,2,0,99,114904.0214,2
1,6,2,25,1,0,100,94623.50151,2
